coin,timestamp,price,volume
DAI,2022-05-13 09:00:00+00:00,0.999,93107.53913
DAI,2022-05-13 10:00:00+00:00,0.999,165532.64969
DAI,2022-05-13 11:00:00+00:00,0.999,128330.8461
DAI,2022-05-13 12:00:00+00:00,0.999,442601.36613
DAI,2022-05-13 13:00:00+00:00,0.999,203677.32801
DAI,2022-05-13 14:00:00+00:00,0.999,420791.71532
DAI,2022-05-13 15:00:00+00:00,0.999,206873.84504
DAI,2022-05-13 16:00:00+00:00,1.0,324938.91089
DAI,2022-05-13 17:00:00+00:00,1.0,199530.22312
DAI,2022-05-13 18:00:00+00:00,0.999,172659.81378
DAI,2022-05-13 19:00:00+00:00,0.999,140082.99992
DAI,2022-05-13 20:00:00+00:00,1.0,197163.20738
DAI,2022-05-13 21:00:00+00:00,0.999,124308.81331
DAI,2022-05-13 22:00:00+00:00,1.0,440780.02152
DAI,2022-05-13 23:00:00+00:00,0.999,169094.59209
DAI,2022-05-14 00:00:00+00:00,0.999,121667.4633
DAI,2022-05-14 01:00:00+00:00,1.0,192169.7565
DAI,2022-05-14 02:00:00+00:00,0.999,181457.8052
DAI,2022-05-14 03:00:00+00:00,0.999,89438.0164
DAI,2022-05-14 04:00:00+00:00,1.0,44880.02697
DAI,2022-05-14 05:00:00+00:00,0.999,98352.76085
DAI,2022-05-14 06:00:00+00:00,0.999,53933.10776
DAI,2022-05-14 07:00:00+00:00,0.999,44387.55849
DAI,2022-05-14 08:00:00+00:00,0.999,68097.26536
DAI,2022-05-14 09:00:00+00:00,0.999,33125.62025
DAI,2022-05-14 10:00:00+00:00,1.0,116921.77897
DAI,2022-05-14 11:00:00+00:00,0.999,475945.07686
DAI,2022-05-14 12:00:00+00:00,0.999,170191.46923
DAI,2022-05-14 13:00:00+00:00,0.999,253896.81847
DAI,2022-05-14 14:00:00+00:00,1.0,204357.43665
DAI,2022-05-14 15:00:00+00:00,0.999,115332.58118
DAI,2022-05-14 16:00:00+00:00,0.999,155237.12311
DAI,2022-05-14 17:00:00+00:00,0.999,219408.50226
DAI,2022-05-14 18:00:00+00:00,1.0,101590.35177
DAI,2022-05-14 19:00:00+00:00,0.999,250833.11706
DAI,2022-05-14 20:00:00+00:00,0.999,134908.70902
DAI,2022-05-14 21:00:00+00:00,1.0,190365.58088
DAI,2022-05-14 22:00:00+00:00,0.999,140037.43132
DAI,2022-05-14 23:00:00+00:00,0.999,146439.14265
DAI,2022-05-15 00:00:00+00:00,0.999,98716.00808
DAI,2022-05-15 01:00:00+00:00,1.0,67830.82014
